Id,建築類別,常規分區,街道長度,街道寬度,街道類型,路面狀況,路面平整程度,實用性,街道配置,土地坡度,鄰居,環境2,住宅類型,住宅風格,整體建物品質,整體屋況評分,屋頂風格,屋頂材料,外牆材料,外牆材料2,石磚類型,石磚面積,外部質感,外部現況,地基類型,地下室高度,地下室狀況,地下室在平地牆面高度,地下室品質,地下室面積,第二地下室品質,第二地下室面積,未完工地下室面積,總地下室面積,加溫方式,加溫品質,中央空調,電路狀況,一樓面積,二樓面積,劣質區域面積,生活空間面積,地下室浴室,地下室化妝室,浴室,化妝室,臥室數量,廚房數量,廚房品質,總房數_不含衛浴,住家機能評分,壁爐數量,車庫類型,車庫裝潢,車庫容量,車庫面積,車庫品質,車庫現況,車庫車道,木質地板面積,露臺面積,封閉式門廊,三面外門廊,屏幕通道,泳池面積,其他價值,登載時間 / 月,登載時間 / 年,銷售類型,銷售條件,銷售價格,屋齡,翻修屋齡,車庫庫齡,鄰近鐵路,鄰近幹道,周遭環境
64,70,RM,50.0,10300,1,2,2,3,0,2,OldTown,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,1,4,902,808,0,1710,0,0,2,0,3,1,3,9,0,0,Detchd,0,2,480,0,0,2,12,11,64,0,0,0,0,4,2010,WD,Normal,140000,99,70,30.0,0,0,0
65,60,RL,71.68253968253968,9375,1,3,3,3,0,2,CollgCr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,1,4,1057,977,0,2034,1,0,2,1,3,1,4,8,0,0,Attchd,0,2,645,0,0,2,576,36,0,0,0,0,0,2,2009,WD,Normal,219500,23,22,22.0,0,0,0
66,60,RL,76.0,9591,1,3,3,3,0,2,NridgHt,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,1,4,1143,1330,0,2473,0,0,2,1,4,1,4,9,0,1,BuiltIn,0,3,852,0,0,2,192,151,0,0,0,0,0,10,2007,WD,Normal,317000,16,15,16.0,0,0,0
67,20,RL,76.46236559139786,19900,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,1,4,2207,0,0,2207,1,0,2,0,3,1,3,7,0,1,Attchd,0,2,576,0,0,2,301,0,0,0,0,0,0,7,2010,WD,Normal,180000,50,31,50.0,0,0,0
68,20,RL,72.0,10665,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,1,4,1479,0,0,1479,1,0,2,0,3,1,4,7,0,0,Attchd,0,2,558,0,0,2,144,29,0,0,0,0,0,6,2007,WD,Normal,226000,17,17,17.0,0,0,0
69,30,RM,47.0,4608,1,3,3,3,1,2,OldTown,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,1,4,747,0,0,747,0,0,1,0,2,1,3,4,0,0,Attchd,0,1,220,0,0,2,0,0,0,0,0,0,0,6,2010,WD,Normal,80000,75,70,75.0,0,1,0
70,50,RL,81.0,15593,1,3,3,3,1,2,ClearCr,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,1,4,1304,983,0,2287,0,0,2,0,3,1,3,7,0,1,Attchd,0,2,667,0,0,2,0,21,114,0,0,0,0,7,2006,WD,Normal,225000,67,67,67.0,0,0,0
71,20,RL,95.0,13651,1,2,3,3,0,2,NAmes,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,1,4,2223,0,0,2223,1,0,2,0,3,1,3,8,0,2,Attchd,0,2,516,0,0,2,300,0,0,0,0,0,0,2,2007,WD,Normal,244000,47,47,47.0,0,0,0
72,20,RL,69.0,7599,1,3,3,3,1,2,Mitchel,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,1,4,845,0,0,845,1,0,1,0,2,1,3,4,0,0,Detchd,0,2,360,0,0,2,0,0,0,0,0,0,0,6,2007,WD,Normal,129500,38,14,33.0,0,0,0
73,60,RL,74.0,10141,1,2,3,3,1,2,Gilbert,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,1,4,885,833,0,1718,0,0,2,1,3,1,3,7,0,1,Attchd,0,2,427,0,0,2,0,94,0,0,291,0,0,12,2009,WD,Normal,185000,22,22,22.0,0,0,0
74,20,RL,85.0,10200,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,1,4,1086,0,0,1086,1,0,1,0,3,1,3,6,0,0,Attchd,0,2,490,0,0,2,0,0,0,0,0,0,0,5,2010,WD,Normal,144900,66,17,31.0,0,0,0
75,50,RM,60.0,5790,1,3,3,3,1,2,OldTown,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,0,4,840,765,0,1605,0,0,2,0,3,2,3,8,0,0,Detchd,0,1,379,0,0,2,0,0,202,0,0,0,0,5,2010,WD,Normal,107400,105,70,105.0,0,0,0
76,180,RM,21.0,1596,1,3,3,3,0,2,MeadowV,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,1,4,526,462,0,988,1,0,1,0,2,1,3,5,0,0,BuiltIn,0,1,297,0,0,2,120,101,0,0,0,0,0,11,2009,WD,Normal,91000,47,47,47.0,0,0,0
77,20,RL,76.46236559139786,8475,1,2,3,3,0,2,NAmes,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,1,3,952,0,0,952,0,0,1,0,2,1,3,4,0,0,Detchd,0,1,283,0,0,2,0,0,0,0,0,0,0,4,2008,WD,Normal,135750,64,64,64.0,0,0,0
78,50,RM,50.0,8635,1,3,3,3,0,2,BrkSide,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,1,4,1072,213,0,1285,1,0,1,0,2,1,3,6,0,0,Detchd,0,1,240,0,0,2,0,0,0,0,0,0,0,1,2008,WD,Normal,127000,72,19,72.0,0,0,0
80,50,RM,60.0,10440,1,3,3,3,1,2,OldTown,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,1,4,682,548,0,1230,0,0,1,1,2,1,3,5,0,0,Detchd,0,2,440,0,0,2,74,0,128,0,0,0,0,5,2009,WD,Normal,110000,110,39,54.0,0,0,0
81,60,RL,100.0,13000,1,3,3,3,1,2,NAmes,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,1,4,1182,960,0,2142,0,0,2,1,4,1,4,8,0,1,Attchd,0,1,509,0,0,2,0,72,0,0,252,0,0,6,2009,WD,Normal,193500,52,52,52.0,0,0,0
82,120,RM,32.0,4500,1,3,3,3,3,2,Mitchel,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,1,4,1337,0,0,1337,1,0,2,0,2,1,3,5,0,0,Attchd,0,2,405,0,0,2,0,199,0,0,0,0,0,3,2006,WD,Normal,153500,22,22,22.0,0,0,0
83,20,RL,78.0,10206,1,3,3,3,0,2,Somerst,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,1,4,1563,0,0,1563,0,0,2,0,3,1,4,6,0,1,Attchd,0,3,758,0,0,2,144,99,0,0,0,0,0,10,2008,WD,Normal,245000,13,13,13.0,0,0,0
84,20,RL,80.0,8892,1,2,3,3,0,2,NAmes,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,1,4,1065,0,0,1065,0,0,1,1,3,1,3,6,0,0,Detchd,0,2,461,0,0,2,74,0,0,0,0,0,0,7,2007,COD,Normal,126500,60,60,46.0,0,0,0
85,80,RL,79.87755102040816,8530,1,2,3,3,0,2,Gilbert,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,1,4,804,670,0,1474,0,0,2,1,3,1,3,7,0,1,BuiltIn,0,2,400,0,0,2,120,72,0,0,0,0,700,5,2009,WD,Normal,168500,25,24,25.0,0,0,0
86,60,RL,121.0,16059,1,3,3,3,1,2,NoRidge,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,GasA,Ex,1,4,1301,1116,0,2417,0,0,2,1,4,1,4,9,0,1,Attchd,0,2,462,0,0,2,127,82,0,0,0,0,0,4,2006,WD,Normal,260000,29,28,29.0,0,0,0
87,60,RL,122.0,11911,1,1,3,3,0,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,1,4,684,876,0,1560,0,0,2,1,3,1,4,6,0,1,BuiltIn,0,2,400,0,0,2,100,38,0,0,0,0,0,3,2009,WD,Normal,174000,15,15,15.0,0,0,0
88,160,FV,40.0,3951,1,3,3,3,1,2,Somerst,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,1,4,612,612,0,1224,0,0,2,1,2,1,4,4,0,0,Detchd,0,2,528,0,0,2,0,234,0,0,0,0,0,6,2009,New,Partial,164500,11,11,11.0,0,0,0
92,20,RL,85.0,8500,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,1,4,1235,0,0,1235,0,0,1,0,2,1,3,6,0,0,Attchd,0,2,480,0,0,2,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600,59,59,59.0,0,0,0
93,30,RL,80.0,13360,1,2,1,3,0,2,Crawfor,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,1,4,964,0,0,964,1,0,1,0,2,1,3,5,0,0,Detchd,0,2,432,0,0,2,0,0,44,0,0,0,0,8,2009,WD,Normal,163500,99,14,99.0,0,0,0
94,190,C (all),60.0,7200,1,3,3,3,1,2,OldTown,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,0,4,1260,1031,0,2291,0,1,2,0,4,2,3,9,0,1,Detchd,0,2,506,0,0,2,0,0,0,0,99,0,0,11,2007,WD,Normal,133900,110,22,120.0,0,0,0
95,60,RL,69.0,9337,1,2,3,3,0,2,CollgCr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,1,4,905,881,0,1786,1,0,2,1,3,1,4,7,0,0,Attchd,0,2,684,0,0,2,0,162,0,0,0,0,0,5,2007,WD,Normal,204750,23,23,23.0,0,0,0
96,60,RL,79.87755102040816,9765,1,1,3,3,1,2,Gilbert,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,1,4,680,790,0,1470,0,0,2,1,3,1,3,6,0,1,BuiltIn,0,2,420,0,0,2,232,63,0,0,0,0,480,4,2009,WD,Normal,185000,27,27,27.0,0,0,0
97,20,RL,78.0,10264,1,2,3,3,0,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,1,4,1588,0,0,1588,0,0,2,0,3,1,4,6,0,0,Attchd,0,2,472,0,0,2,158,29,0,0,0,0,0,8,2006,WD,Normal,214000,21,21,21.0,0,0,0
98,20,RL,73.0,10921,1,3,1,3,0,2,Edwards,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,1,2,960,0,0,960,1,0,1,0,3,1,3,6,0,0,Attchd,0,1,432,0,0,1,120,0,0,0,0,0,0,5,2007,WD,Normal,94750,55,55,55.0,0,0,0
99,30,RL,85.0,10625,1,3,3,3,1,2,Edwards,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,0,4,835,0,0,835,0,0,1,0,2,1,3,5,0,0,Basment,0,1,366,0,0,2,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000,100,70,100.0,0,0,0
101,20,RL,81.28888888888889,10603,1,2,3,3,0,2,NWAmes,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,3,3,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,1,4,1610,0,0,1610,1,0,2,0,3,1,4,6,0,2,Attchd,0,2,480,0,0,2,168,68,0,0,0,0,0,2,2010,WD,Normal,205000,43,19,43.0,0,0,0
102,60,RL,77.0,9206,1,3,3,3,0,2,SawyerW,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,4,3,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,1,4,977,755,0,1732,0,0,2,1,3,1,4,7,0,1,Attchd,0,2,476,0,0,2,192,46,0,0,0,0,0,6,2010,WD,Normal,178000,35,35,35.0,0,0,0
104,20,RL,94.0,10402,1,2,3,3,1,2,CollgCr,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,1,4,1226,0,0,1226,0,0,2,0,3,1,4,6,0,0,Attchd,0,3,740,0,0,2,0,36,0,0,0,0,0,5,2010,WD,Normal,198900,11,11,11.0,0,0,0
105,50,RM,62.5,7758,1,3,3,3,1,2,IDOTRR,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,1,2,1226,592,0,1818,0,0,1,1,4,1,3,7,0,2,Detchd,0,1,240,0,0,2,0,0,0,0,184,0,0,6,2007,WD,Normal,169500,89,70,69.0,0,0,0
106,60,FV,75.0,9375,1,3,3,3,0,2,Somerst,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,4,3,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,1,4,1053,939,0,1992,0,0,2,1,3,1,4,9,0,1,Attchd,0,2,648,0,0,2,140,45,0,0,0,0,0,8,2008,WD,Normal,250000,17,16,17.0,0,0,0
107,30,RM,60.0,10800,1,3,3,3,0,2,OldTown,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,1,4,1047,0,0,1047,0,0,1,0,2,1,3,6,0,0,Detchd,0,1,273,0,0,0,0,0,0,0,0,0,450,8,2007,WD,Normal,100000,135,25,66.0,0,0,0
108,20,RM,50.0,6000,1,3,3,3,0,2,OldTown,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,1,4,789,0,0,789,0,0,1,0,2,1,3,5,0,0,Detchd,0,1,250,0,0,2,0,0,0,0,0,0,0,4,2008,WD,Partial,115000,72,70,72.0,0,0,0
110,20,RL,105.0,11751,1,2,3,3,0,2,NWAmes,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,3,3,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,GasA,Ex,1,4,1844,0,0,1844,0,0,2,0,3,1,3,7,0,1,Attchd,0,2,546,0,0,2,0,122,0,0,0,0,0,1,2010,COD,Normal,190000,43,43,43.0,0,0,0
111,50,RL,75.0,9525,1,3,3,3,0,2,Edwards,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,GasA,Gd,1,4,1216,639,0,1855,0,0,2,0,4,1,3,7,0,0,Attchd,0,1,325,0,0,2,182,0,0,0,0,0,0,10,2006,WD,Normal,136900,66,48,66.0,0,0,0
112,80,RL,79.87755102040816,7750,1,2,3,3,0,2,Gilbert,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,GasA,Ex,1,4,774,656,0,1430,0,0,2,1,3,1,3,7,0,1,BuiltIn,0,2,400,0,0,2,180,0,0,0,0,0,0,4,2010,WD,Normal,180000,20,20,20.0,0,0,0
113,60,RL,77.0,9965,1,3,3,3,0,2,CollgCr,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,4,3,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,GasA,Ex,1,4,1282,1414,0,2696,1,0,2,1,4,1,5,10,0,1,BuiltIn,0,3,792,0,0,2,120,184,0,0,168,0,0,10,2007,New,Partial,383970,13,13,13.0,0,0,0
114,20,RL,71.8048780487805,21000,1,3,2,3,1,2,Crawfor,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,GasA,TA,1,4,2259,0,0,2259,1,0,2,0,3,1,4,7,0,2,Basment,0,2,450,0,0,2,166,120,192,0,0,0,0,10,2007,COD,Abnorml,217000,67,67,67.0,0,0,0
115,70,RL,61.0,7259,1,2,3,3,0,1,Crawfor,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,GasA,Ex,1,4,1436,884,0,2320,1,0,2,1,3,1,4,9,0,1,Detchd,0,1,180,0,0,2,224,0,0,0,0,0,0,7,2007,WD,Normal,259500,75,18,75.0,0,0,0
116,160,FV,34.0,3230,1,3,3,3,1,2,Somerst,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,GasA,Gd,1,4,729,729,0,1458,0,0,2,1,2,1,3,5,0,1,Detchd,0,2,440,0,0,2,0,32,0,0,0,0,0,6,2007,WD,Normal,176000,21,21,21.0,0,0,0
117,20,RL,74.4375,11616,1,3,3,3,0,2,Sawyer,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,3,3,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,GasA,TA,1,4,1092,0,0,1092,0,1,1,0,3,1,3,6,0,1,Attchd,0,1,288,0,0,2,0,20,144,0,0,0,0,9,2009,WD,Normal,139000,58,58,58.0,0,0,0
118,20,RL,74.0,8536,1,3,3,3,1,2,Edwards,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,GasA,Gd,1,4,1125,0,0,1125,0,0,1,1,2,1,3,5,0,0,Attchd,0,2,430,0,0,2,80,64,0,0,0,0,0,4,2007,New,Partial,155000,14,13,13.0,0,0,0
119,60,RL,90.0,12376,1,3,3,3,1,2,SawyerW,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,GasA,Gd,1,4,1699,1523,0,3222,1,0,3,0,5,1,4,11,0,2,Attchd,0,3,594,0,0,2,367,0,0,0,0,0,0,5,2010,WD,Normal,320000,30,30,30.0,0,0,0
120,60,RL,65.0,8461,1,3,3,3,0,2,CollgCr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,1,4,728,728,0,1456,0,0,2,1,3,1,4,8,0,1,Attchd,0,2,390,0,0,2,0,24,0,0,0,0,0,7,2006,New,Partial,163990,15,14,15.0,0,0,0
121,80,RL,83.46153846153847,21453,1,2,0,3,2,0,ClearCr,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,None,0.0,3,3,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,GasA,Ex,1,4,988,0,0,988,1,0,1,0,1,1,3,4,0,2,Attchd,0,2,540,0,0,2,0,130,0,130,0,0,0,10,2006,WD,Normal,180000,51,51,51.0,0,0,0
122,50,RM,50.0,6060,1,3,3,3,0,2,IDOTRR,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,PConc,TA,TA,No,Unf,0,Unf,0,732,732,GasA,Gd,1,4,772,351,0,1123,0,0,1,0,3,1,3,4,0,0,Detchd,0,1,264,0,0,1,0,0,140,0,0,0,0,6,2007,WD,Normal,100000,81,70,41.0,0,0,0
123,20,RL,75.0,9464,1,3,3,3,1,2,NAmes,Norm,1Fam,1Story,6,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,3,4,CBlock,TA,TA,No,BLQ,570,Unf,0,510,1080,GasA,Gd,1,4,1080,0,0,1080,0,0,1,0,3,1,3,5,0,0,Attchd,0,1,288,0,0,2,0,0,0,0,130,0,0,6,2008,WD,Normal,136000,62,62,62.0,0,0,0
124,120,RL,55.0,7892,1,3,3,3,0,2,SawyerW,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,PConc,Gd,TA,No,GLQ,300,Unf,0,899,1199,GasA,Ex,1,4,1199,0,0,1199,0,0,2,0,2,1,4,5,0,0,Attchd,0,2,530,0,0,2,0,63,0,0,0,0,0,3,2008,WD,Normal,153900,27,27,27.0,0,0,0
125,20,RL,48.0,17043,1,2,3,3,2,2,NWAmes,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,Gd,Fa,No,Unf,0,Unf,0,1362,1362,GasA,TA,1,4,1586,0,0,1586,0,0,2,0,3,1,3,7,0,1,Attchd,0,2,435,0,0,2,192,0,0,0,0,0,0,1,2009,WD,Normal,181000,41,22,41.0,0,0,0
127,120,RL,32.285714285714285,4928,1,2,3,3,0,2,NPkVill,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,1078,GasA,TA,1,4,958,0,0,958,0,0,2,0,2,1,3,5,0,1,Attchd,0,2,440,0,0,2,0,205,0,0,0,0,0,2,2007,WD,Normal,128000,44,44,43.0,0,0,0
129,60,RL,69.0,7590,1,3,3,3,0,2,NAmes,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,3,3,CBlock,TA,TA,No,BLQ,512,Unf,0,148,660,GasA,TA,1,4,660,688,0,1348,0,0,1,1,3,1,3,6,0,1,Attchd,0,2,453,0,0,2,188,108,0,0,0,0,0,7,2006,WD,Normal,155000,54,54,54.0,0,0,1
130,20,RL,69.0,8973,1,3,3,3,0,2,NAmes,Norm,1Fam,1Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,3,3,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,GasA,TA,1,3,1053,0,0,1053,0,1,1,1,3,1,5,6,0,0,2Types,0,2,750,0,0,2,0,80,0,180,0,0,0,7,2006,WD,Abnorml,150000,62,29,22.0,0,0,0
131,60,RL,88.0,14200,1,3,3,3,1,2,NAmes,Norm,1Fam,2Story,7,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,3,3,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,GasA,Ex,1,4,1216,941,0,2157,0,0,2,1,4,1,4,8,0,2,Attchd,0,2,487,0,0,2,105,66,0,0,0,0,0,5,2006,WD,Normal,226000,54,54,54.0,0,0,0
132,60,RL,79.87755102040816,12224,1,2,3,3,1,2,Gilbert,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,Gd,TA,No,GLQ,695,Unf,0,297,992,GasA,Ex,1,4,1022,1032,0,2054,1,0,2,1,3,1,4,7,0,1,BuiltIn,0,2,390,0,0,2,24,48,0,0,0,0,0,7,2009,WD,Normal,244000,20,20,20.0,0,0,0
133,20,RL,75.0,7388,1,3,3,3,1,2,NAmes,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,TA,TA,No,Rec,405,Unf,0,658,1063,GasA,Gd,1,4,1327,0,0,1327,1,0,1,0,3,1,4,7,0,0,Detchd,0,2,624,0,0,2,0,0,0,0,0,0,0,7,2007,WD,Normal,150750,61,18,46.0,0,0,0
134,20,RL,80.13333333333334,6853,1,2,3,3,0,2,Timber,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,4,3,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,GasA,Ex,1,4,1296,0,0,1296,1,0,2,0,2,1,4,6,0,0,Attchd,0,2,471,0,0,2,192,25,0,0,0,0,0,6,2009,WD,Normal,220000,19,18,19.0,0,0,0
